시설명,시설유형,주소,위도,경도
202530400000800514,CCTV,서울특별시 광진구 아차산로58가길15,37.5359,127.09036
202530400000800743,CCTV,서울특별시 광진구 자양4동 199-4,37.5363,127.06177
202530400000800631,CCTV,서울특별시 광진구 용마산로22길 5-8,37.56121,127.08725
202530400000800121,CCTV,서울특별시 광진구 천호대로122길 33 (능동),37.55211,127.08732
202530400000800675,CCTV,서울특별시 광진구 아차산로76길 34,37.54665,127.10738
202530400000800039,CCTV,서울특별시 광진구 아차산로53길 29 (구의동),37.53854,127.0858
202530400000801263,CCTV,서울특별시 광진구 뚝섬로46길 64 (자양동),37.5303,127.07621
202530400000800823,CCTV,서울특별시 광진구 광장동 5-112,37.55435,127.10407
202530400000800786,CCTV,서울특별시 광진구 광나루로 44길 32,37.54277,127.09105
202530400000800233,CCTV,서울특별시 광진구 능동로50길 8 (중곡동),37.56401,127.08396
202530400000800028,CCTV,서울특별시 광진구 아차산로53길 77 (구의동),37.54073,127.08608
202530400000800328,CCTV,서울특별시 광진구 능동로31길 12-15 (군자동),37.55639,127.0782
202530400000800073,CCTV,서울특별시 광진구 광나루로44길 9 (구의동),37.54383,127.09155
202530400000800049,CCTV,서울특별시 광진구 자양로53길 10 (구의동),37.55417,127.09335
202530400000800168,CCTV,서울특별시 광진구 자양번영로7길 12-7 (자양동),37.5362,127.07578
202530400000801198,CCTV,서울특별시 광진구 광나루로 529 (구의동),37.54512,127.08798
202530400000800110,CCTV,서울특별시 광진구 능동로36길 12 (능동),37.55623,127.0798
202530400000800822,CCTV,서울특별시 광진구 광장동 5-112,37.55383,127.10405
202530400000800940,CCTV,서울특별시 광진구 천호대로 661,37.55215,127.0899
202530400000800472,CCTV,서울특별시 광진구  천호대로102길 58 (군자동),37.55673,127.07315
202530400000801220,CCTV,서울특별시 광진구 동일로 341 (중곡동),37.5615,127.07475
202530400000800302,CCTV,서울특별시 광진구 군자로3길 25-16 (화양동),37.54373,127.07061
202530400000800240,CCTV,서울특별시 광진구 천호대로121길 39 (중곡동),37.55682,127.08643
202530400000800740,CCTV,서울특별시 광진구 천호대로140길 60,37.54433,127.09974
202530400000800674,CCTV,서울특별시 광진구 자양로44길 113,37.55089,127.09696
202530400000800435,CCTV,서울특별시 광진구 능동로3다길 4 (자양동),37.53398,127.06502
202530400000800604,CCTV,서울특별시 광진구 천호대로138길 40,37.54739,127.0921
202530400000800004,CCTV,서울특별시 광진구 아차산로 636 (광장동),37.54891,127.10899
202530400000800217,CCTV,서울특별시 광진구 면목로 93 (중곡동),37.56199,127.07904
202530400000800800,CCTV,서울특별시 광진구 구의강변로 69,37.53804,127.09237
202530400000801271,CCTV,서울특별시 광진구 광나루로30나길 17 (구의동),37.54358,127.08268
202530400000801055,CCTV,서울특별시 광진구 동일로4길 51 (자양동),37.53596,127.06357
202530400000801231,CCTV,서울특별시 광진구 능동로 433 (중곡동),37.56755,127.08499
202530400000801199,CCTV,서울특별시 광진구 자양로 216 (구의동),37.54593,127.08628
202530400000800265,CCTV,서울특별시 광진구 용마산로27길 10 (중곡동),37.56732,127.08582
202530400000800886,CCTV,서울특별시 광진구 아차산로 25길 27,37.54261,127.06706
202530400000800357,CCTV,서울특별시 광진구 자양번영로2길 55 (자양동),37.53006,127.07796
202530400000800053,CCTV,서울특별시 광진구 영화사로16나길 21 (구의동),37.55324,127.09606
202530400000801171,CCTV,서울특별시 광진구 동일로38길 17-5 (군자동),37.55152,127.07046
202530400000800422,CCTV,서울특별시 광진구 능동로32길 82-26,37.55332,127.08552
202530400000800387,CCTV,서울특별시 광진구 아차산로39길 11 (자양동),37.53857,127.07718
202530400000801168,CCTV,서울특별시 광진구 광진구천호대로120길16,37.55348,127.08655
202530400000800091,CCTV,서울특별시 광진구 면목로 27 (군자동),37.55671,127.07609
202530400000801165,CCTV,서울특별시 광진구 용마산로1길 69 (중곡동),37.55595,127.08476
202530400000800643,CCTV,서울특별시 광진구 용마산로 160,37.56804,127.08617
202530400000800491,CCTV,서울특별시 광진구 용마산로33길 41,37.57023,127.08382
202530400000801112,CCTV,서울특별시 광진구 뚝섬로 741 (구의동),37.53442,127.09112
202530400000801270,CCTV,서울특별시 광진구 광나루로40길 80-4 (구의동),37.54129,127.08875
202530400000800691,CCTV,서울특별시 광진구 아차산로60길 13-8,37.53804,127.09237
202530400000801197,CCTV,서울특별시 광진구 천호대로 665-2,37.55185,127.08944
202530400000800283,CCTV,서울특별시 광진구 용마산로8가길 26 (중곡동),37.56092,127.0888
202530400000800297,CCTV,서울특별시 광진구 아차산로25길 27 (화양동),37.54283,127.06716
202530400000801183,CCTV,서울특별시 광진구 광나루로20가길 14 (화양동),37.54521,127.07499
202530400000800976,CCTV,서울특별시 광진구 아차산로70길 62 (광장동),37.5416,127.10094
202530400000800079,CCTV,서울특별시 광진구 아차산로63길 37 (구의동),37.54131,127.09216
202530400000801257,CCTV,서울특별시 광진구 천호대로 541,37.55772,127.07862
202530400000800759,CCTV,서울특별시 광진구 아차산생태공원-공원입구,37.55258,127.09969
202530400000801000,CCTV,서울특별시 광진구 자양로50길 13 (구의동),37.55215,127.09313
202530400000801076,CCTV,서울특별시 광진구 용마산로3길 57 (중곡동),37.55777,127.08332
202530400000801119,CCTV,서울특별시 광진구 광나루로15길 23,37.54908,127.06954
202530400000800289,CCTV,서울특별시 광진구 긴고랑로46가길 36 (중곡동),37.55864,127.09525
202530400000800741,CCTV,서울특별시 광진구 천호대로140길 60,37.54464,127.09932
202530400000800151,CCTV,서울특별시 광진구 뚝섬로50길 28 (자양동),37.53119,127.07791
202530400000800206,CCTV,서울특별시 광진구 동일로18나길 24 (자양동),37.53866,127.06529
202530400000800807,CCTV,서울특별시 광진구 광장동 236-1,37.54308,127.10213
202530400000800622,CCTV,서울특별시 광진구 군자로6길 51,37.54581,127.0723
202530400000800559,CCTV,서울특별시 광진구 광나루로 14길 31,37.54634,127.06813
202530400000800898,CCTV,서울특별시 광진구 천호대로116길 97,37.55263,127.08133
202530400000800261,CCTV,서울특별시 광진구 면목로11길 20 (중곡동),37.56705,127.08054
202530400000801188,CCTV,"서울특별시 광진구 아차산 능선, 긴골지구쪽",37.56849,127.10314
202530400000801129,CCTV,"서울특별시 광진구 아차산로55길 23 (구의동, 신일아트빌라)",37.53835,127.08643
202530400000800155,CCTV,서울특별시 광진구 자양로3길 49 (자양동),37.52914,127.08391
202530400000800368,CCTV,서울특별시 광진구 광장로5길 12 (광장동),37.54822,127.10506
202530400000800915,CCTV,서울특별시 광진구 용마산로5길 40-22,37.55849,127.08544
202530400000801142,CCTV,서울특별시 광진구 뚝섬로64길 45 (자양동),37.53239,127.08891
202530400000800504,CCTV,서울특별시 광진구 군자로 183,37.55677,127.07821
202530400000800183,CCTV,서울특별시 광진구 자양강변길 73 (자양동),37.53274,127.0637
202530400000800403,CCTV,서울특별시 광진구 용마산로3길 98 (중곡동),37.55732,127.0831
202530400000801084,CCTV,서울특별시 광진구 동일로 399 (중곡동),37.56635,127.07749
202530400000800525,CCTV,서울특별시 광진구 자양번영로1길15,37.53058,127.07412
202530400000800341,CCTV,서울특별시 광진구 뚝섬로50길 6 (자양동),37.53221,127.07832
202530400000800695,CCTV,서울특별시 광진구 광나루로56길 86 (구의동),37.53735,127.09452
202530400000800296,CCTV,서울특별시 광진구 아차산로23길 68 (화양동),37.54517,127.06748
202530400000800212,CCTV,서울특별시 광진구 긴고랑로7길 11 (중곡동),37.56405,127.07937
202530400000800805,CCTV,서울특별시 광진구 화양동 523-2,37.54508,127.07627
202530400000800015,CCTV,서울특별시 광진구 광나루로40길 17 (구의동),37.54403,127.08944
202530400000800725,CCTV,서울특별시 광진구 천호대로 760,37.54635,127.09823
202530400000800900,CCTV,서울특별시 광진구 능동로34길 11-19,37.55545,127.08079
202530400000800390,CCTV,서울특별시 광진구 아차산로41길 16 (자양동),37.53858,127.07891
202530400000800046,CCTV,서울특별시 광진구 자양로37가길 10 (구의동),37.54771,127.08726
202530400000800599,CCTV,서울특별시 광진구 워커힐로 32,37.54473,127.09759
202530400000800935,CCTV,서울특별시 광진구 천호대로136길 64,37.54719,127.08952
202530400000800467,CCTV,서울특별시 광진구 아차산로25길 20-9 (화양동),37.54213,127.06739
202530400000800109,CCTV,서울특별시 광진구 천호대로110길 34 (능동),37.55581,127.07947
202530400000800059,CCTV,서울특별시 광진구 자양로49길 15-2 (구의동),37.55289,127.09189
202530400000800860,CCTV,서울특별시 광진구 구의동 3-8,37.55713,127.10434
202530400000800662,CCTV,서울특별시 광진구 자양로 130,37.5395,127.08337
202530400000800327,CCTV,서울특별시 광진구 군자로 38 (화양동),37.5465,127.0703
