시설명,시설유형,주소,위도,경도,데이터출처
비상벨,비상벨,서울특별시 광진구 자양로43길 18 (구의동),37.55159,127.0907,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로58길 77 (구의동),37.53513,127.08979,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로70길 17-16 (과장동),37.54151,127.10242,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로49길 59 (자양동),37.53454,127.08043,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로2길 55 (자양동),37.53006,127.07796,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로36길 38 (자양동),37.53294,127.07051,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로4길 74 (자양동),37.53567,127.06498,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로24길 48 (자양동),37.5346,127.06286,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 49 (자양동),37.53444,127.06806,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 25-1 (자양동),37.53378,127.06778,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로27길 45-6 (화양동),37.54364,127.06826,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로24길 53 (화양동),37.54506,127.07811,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로13길 35 (군자동),37.5519,127.07049,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로38길 67 (구의동),37.54207,127.08733,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로3길 18-21 (광장동),37.54751,127.10309,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로5길 12 (광장동),37.54822,127.10506,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로7길 24 (광장동),37.54876,127.10537,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1길 19 (광장동),37.54783,127.10197,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로69길 36 (광장동),37.54388,127.0987,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로66길 8 (광장동),37.54133,127.09736,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로55길 81 (구의동),37.54111,127.08698,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로23길 65 (구의동),37.54326,127.08366,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로54길 20 (구의동),37.54012,127.09531,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로65길 57 (구의동),37.54239,127.09235,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 구의강변로3가길 3 (구의동),37.53582,127.0916,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 구의강변로3길 39 (구의동),37.53659,127.0903,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로52길 24 (군자동),37.55445,127.07243,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로46길 26 (군자동),37.55355,127.07185,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로5길 59 (군자동),37.55601,127.07321,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로5길 49 (군자동),37.55645,127.07346,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로34길 19 (군자동),37.54988,127.0697,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로13길 30 (군자동),37.54952,127.06883,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로40길 28 (자양동),37.53641,127.07814,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로44길 26 (자양동),37.53654,127.07973,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로39길 11 (자양동),37.53857,127.07718,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로43길 7 (자양동),37.53347,127.07673,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로59길 18 (자양동),37.533,127.08394,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로41길 16 (자양동),37.53858,127.07891,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로56길 35 (자양동),37.52999,127.08272,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로4길 17 (자양동),37.53145,127.07655,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로56길 59 (자양동),37.52877,127.08288,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로64길 14 (자양동),37.53309,127.08886,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로64길 70 (자양동),37.53054,127.08914,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로34길 13 (자양동),37.53413,127.06976,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로4길 13 (자양동),37.53338,127.06855,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로37길 28 (자양동),37.53545,127.07557,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로22길 8 (자양동),37.53653,127.06163,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로25길 23 (자양동),37.53706,127.06469,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로5길 7 (자양동),37.53708,127.06807,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로27길 43 (자양동),37.53781,127.0662,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로3길 98 (중곡동),37.55732,127.0831,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로7길 69 (중곡동),37.56638,127.08068,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로9길 46 (중곡동),37.56556,127.0819,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로28길 24 (중곡동),37.56791,127.08702,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로15길 11 (화양동),37.54518,127.07213,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로13길 39 (화양동),37.54411,127.06975,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로2길 4 (화양동),37.54433,127.07163,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로 127 (중곡동),37.56515,127.08075,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로3길 19-2 (중곡동),37.56538,127.0783,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로7길 59 (중곡동),37.55997,127.08464,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로17길11 (중곡동),37.56299,127.08409,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 답십리로74길 15 (중곡동),37.57101,127.08051,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로38길 14 (중곡동),37.55843,127.09036,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로43길 123 (중곡동),37.55593,127.08901,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로30길 49 (중곡동),37.56863,127.08898,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로33길 16-8 (화양동),37.54106,127.07033,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로25길 76 (화양동),37.54454,127.06815,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로5길 15 (군자동),37.55657,127.07507,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로32길 29 (능동),37.55489,127.08007,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로32길 82-26,37.55332,127.08552,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로45길 31 (자양동),37.53824,127.07999,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로52다길 45 (자양동),37.52976,127.08148,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로9길 16-4 (자양동),37.53645,127.0756,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로40길 65 (자양동),37.53137,127.07153,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로27길 19 (자양동),37.53693,127.06583,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로40길 34 (구의동),37.54333,127.08927,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로134길 31 (구의동),37.54821,127.08972,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로37길 22-10 (구의동),37.54868,127.08741,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 63길 17 (구의동),37.54042,127.09241,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로51길 46,37.55477,127.09138,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 78길 153 (광장동),37.5485,127.10918,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로9길 6 (광장동),37.54822,127.10613,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로3다길 4 (자양동),37.53398,127.06502,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 12길 40 (중곡동),37.5612,127.07987,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 26길 23 (중곡동),37.55858,127.08244,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 영화사로9가길 39-15 (중곡동),37.55656,127.09367,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로 44길 17 (군자동),37.5531,127.07133,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 32길 35 (능동),37.55474,127.08081,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로 631 (자양동),37.53211,127.07974,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로 700 (자양동),37.53302,127.08694,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로 3길 27 (자양동),37.53211,127.07342,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 3길 20 (자양동),37.53363,127.06658,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로28길 14 (구의동),37.54236,127.08507,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로44가길 18 (구의동),37.55089,127.09434,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 구의로10길 12 (구의동),37.54215,127.09092,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1가길 49 (광장동),37.54854,127.09989,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길 82 (중곡동),37.5672,127.08895,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길 82 (중곡동),37.56726,127.08838,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길 82 (중곡동),37.56725,127.08795,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길 82 (중곡동),37.56686,127.08787,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로 64길 20 (중곡동),37.56058,127.0759,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로46길 28 (중곡동),37.56075,127.08404,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로78길 46-33 (중곡동),37.56842,127.08109,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 36길57 (중곡동),37.55707,127.09126,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로8가길 20-15 (중곡동),37.56027,127.08969,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 36길 5 (중곡동),37.55868,127.089,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1다길31 (광장동),37.55009,127.10233,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로 13길 31-8 (자양동),37.53442,127.08288,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로56길47 (자양동),37.52936,127.08277,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로3길38-10 (자양동),37.53249,127.07342,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로10가길23 (자양동),37.53868,127.06383,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로28길 98 (구의동),37.54154,127.0895,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로48길 20 (구의동),37.55133,127.09317,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로53길21,37.55441,127.09272,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로25길 20-9 (화양동),37.54213,127.06739,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로 30길 28 (화양동),37.54758,127.0688,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로1길 19 (군자동),37.55507,127.07453,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 48길 36 (중곡동),37.56224,127.08446,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산 순환도로 (광장동),37.55117,127.1005,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로102길 58 (군자동),37.55673,127.07315,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로18길 72 (구의동),37.53833,127.08744,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로 172 (중곡동),37.56864,127.08282,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로22길 89 (화양동),37.54116,127.06918,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로15길 56 (자양동),37.53531,127.08059,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 185-2 (중곡동),37.56021,127.09478,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로44길 30-1 (구의동),37.55043,127.09311,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로2길 6 (자양동),37.5307,127.0872,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로56가길 19-16,37.55437,127.07305,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로56가길 19-16,37.53395,127.09015,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로38,37.56283,127.08032,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로30길34,37.55825,127.08699,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로40길13,37.55802,127.08086,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로26길23,37.55933,127.08501,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로78길47,37.56876,127.08212,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로53길24-1,37.56666,127.08318,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로50길 31-9,37.56393,127.08525,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로182,37.56941,127.08317,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로13길 17,37.56922,127.0824,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로33길 41,37.57023,127.08382,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로28나길15,37.56825,127.08798,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로127길19,37.55366,127.08983,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로20길9-1,37.56268,127.08772,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로8나길 36,37.56015,127.09053,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 39길 54,37.55932,127.09282,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로112길 60,37.55351,127.08017,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 영화사로13길21,37.55514,127.09445,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로209,37.5459,127.0859,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로5길 25-1,37.54865,127.10495,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로595,37.54253,127.09458,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로 798,37.54562,127.10196,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 78길 90,37.55118,127.11069,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로 183,37.55677,127.07821,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로102길60,37.55652,127.07283,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로38,37.55741,127.07664,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 267-14,37.55418,127.07678,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로18길6,37.53735,127.08387,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로25길 14-1,37.54167,127.08301,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로 38길 8,37.54437,127.08802,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로53길 62-14,37.54027,127.08615,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 401-9,37.53779,127.08701,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로44길55,37.54186,127.09121,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로58가길15,37.5359,127.09036,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로47길29,37.53369,127.07867,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로13다길10,37.53271,127.07928,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로681,37.53227,127.08502,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로 117,37.5389,127.08241,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로11길 11-1,37.53456,127.08328,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로13길 20,37.53526,127.08295,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로4가길6-10,37.53204,127.08727,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로52길 71,37.52922,127.07837,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로703-1,37.53318,127.08757,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로 54길 61,37.52895,127.07978,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로1길15,37.53058,127.07412,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양번영로 7길 3,37.53551,127.07636,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양동 84-27,37.53305,127.06438,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로27길3,37.5361,127.06594,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로24길 17,37.54017,127.06485,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로192,37.54129,127.0645,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양강변길 119,37.53216,127.06511,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로26길 47,37.54463,127.06861,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로28길54,37.54592,127.06948,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 23길 45,37.54392,127.06687,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 21길 109,37.54655,127.06739,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로 14길 26,37.54683,127.06836,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 16길 14,37.54483,127.07387,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로7길 101,37.56751,127.08137,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로119길 16,37.55537,127.08617,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로 33길 9-7,37.56975,127.08539,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 영화사로 16,37.55773,127.08931,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 긴고랑로 44길 26-12,37.55857,127.0945,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로 114길 58,37.55323,127.08162,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로 237-1,37.54782,127.08806,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 영화사로 11길 39,37.55604,127.09512,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로 7길 27,37.54898,127.10556,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로56길 48,37.55536,127.07461,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로38길 17,37.55124,127.07041,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로 212,37.55053,127.06923,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로10길22,37.54887,127.07189,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로 104길22,37.55755,127.07535,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로 19길51,37.54976,127.07265,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로19길 31,37.54897,127.0733,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로 16길 18,37.5468,127.06919,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로 43,37.54706,127.07027,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 17길 6,37.54611,127.07297,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로 5길 29,37.5448,127.06951,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 13길 39,37.54333,127.0704,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로 14길 31,37.54634,127.06813,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로39길 36,37.53894,127.07569,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 78길 18,37.5504,127.10976,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로 75길 9,37.54628,127.10468,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 25길 48,37.5531,127.07471,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 21길 14-10,37.55175,127.07582,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로 160-1,37.55511,127.07674,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로 26길 9,37.54531,127.06668,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로9길31,37.56079,127.07662,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로123길83-13,37.55913,127.08591,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로15길30,37.56907,127.0813,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길9,37.56358,127.08772,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로24길60-84길,37.55254,127.08014,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로11길11,37.55078,127.07019,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로15길21,37.55442,127.07351,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1-20,37.54638,127.10153,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로77,37.54771,127.10573,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로89,37.548,127.10692,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 영화사로3나길 28,37.55709,127.09369,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마사로30길 37,37.56865,127.08808,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로37길 85,37.54747,127.0858,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1나길 8,37.54818,127.10197,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로15길 27,37.53556,127.08238,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로44가길 16,37.53565,127.07975,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로58길 58,37.52958,127.08522,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로33길 34,37.53634,127.06992,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로21길 62,37.54446,127.06622,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 면목로114,37.56366,127.08013,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로 237,37.55104,127.07614,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로 114,37.54914,127.07518,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로39길 38-7,37.53923,127.0752,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로39가길 8,37.53915,127.07675,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1다길 23,37.54511,127.09887,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장동 5-119,37.55141,127.10197,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장동 5-116,37.55175,127.1035,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 용마산로22길 76,37.56586,127.08827,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자동 111-2,37.55324,127.07325,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로37길 43,37.54895,127.08595,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로37길 38-6,37.54884,127.08663,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 구의동 4-20,37.55317,127.09835,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 워커힐로 32,37.54473,127.09759,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 강변역로 18,37.53772,127.09166,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양강변길 301,37.52944,127.07532,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로44길 56,37.53031,127.0756,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로 561,37.53397,127.07253,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로138길 40,37.54739,127.0921,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광장로1가길 13,37.54749,127.10122,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로 35,37.53091,127.08628,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양로3길 16,37.53061,127.08561,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로64길 45,37.53114,127.09032,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양동 783-2,37.53575,127.07439,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로3길 61-8,37.53382,127.06383,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 자양동 57-2,37.53273,127.06291,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로30길 80,37.54307,127.08037,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 뚝섬로58길 68,37.52926,127.08454,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로70 17-16,37.54058,127.10274,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 동일로22길 117-20,37.54128,127.07084,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로27길 60,37.54406,127.06899,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 능동로103,37.54017,127.07055,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로27길 20,37.54261,127.06802,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 광나루로22가길 12,37.54597,127.07553,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 아차산로23길 23-5,37.54327,127.06614,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로6길 20,37.54593,127.07174,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 군자로6길 51,37.54581,127.0723,기존_광진구통합본
비상벨,비상벨,서울특별시 광진구 천호대로111길 9,37.55694,127.08217,기존_광진구통합본
