facility_id,시설유형,geometry,grid_id,시설명,주소,위도,경도,inside_gwangjin,inside_or_near_gwangjin
972,CCTV,POINT (962797.9893072795 1950856.8825883237),G0038,CCTV,서울특별시 광진구 능동로 295-2,37.55631,127.0788,True,True
973,CCTV,POINT (962860.2044642372 1951535.59818181),G0039,CCTV,서울특별시 광진구 면목로 98,37.56243,127.07947,True,True
974,CCTV,POINT (964757.5008416703 1949920.8219980733),G0066,CCTV,서울특별시 광진구 광장로1길 27 (광장동),37.54795,127.10103,True,True
975,CCTV,POINT (964746.5606452224 1949216.3601669227),G0065,CCTV,서울특별시 광진구 아차산로70길 62 (광장동),37.5416,127.10094,True,True
976,CCTV,POINT (964820.0955926994 1949265.974158913),G0074,CCTV,서울특별시 광진구 아차산로70길 35 (광장동),37.54205,127.10177,True,True
977,CCTV,POINT (964357.8550088325 1949423.2694192189),G0065,CCTV,"서울특별시 광진구 아차산로 503-23 (광장동, 청구아파트)",37.54345,127.09653,True,True
978,CCTV,POINT (964267.6772263864 1949407.0149388837),G0056,CCTV,"서울특별시 광진구 아차산로 503-23 (광장동 ), 워커힐로 13 건너편",37.5433,127.09551,True,True
979,CCTV,POINT (964863.8593680302 1949796.111564246),G0075,CCTV,서울특별시 광진구 아차산로73길 48 (광장동),37.54683,127.10224,True,True
980,CCTV,POINT (964911.1693202526 1949912.4050610957),G0075,CCTV,서울특별시 광진구 광장로3길 19 (광장동),37.54788,127.10277,True,True
981,CCTV,POINT (964424.3661636462 1949482.8952324733),G0065,CCTV,서울특별시 광진구 아차산로69길 29 (광장동),37.54399,127.09728,True,True
982,CCTV,POINT (964505.6488861443 1949278.4064930163),G0065,CCTV,서울특별시 광진구 아차산로 511 (광장동),37.54215,127.09821,True,True
983,CCTV,POINT (964856.3211026445 1949058.351610882),G0073,CCTV,"서울특별시 광진구 아차산로70길 61 (광장동), 아차산로70길 17-62 광남중",37.54018,127.10219,True,True
984,CCTV,POINT (964663.0617690317 1949109.0972166427),G0065,CCTV,"서울특별시 광진구 아차산로70길 61 (광장동, 광장현대아파트)",37.54063,127.1,True,True
985,CCTV,POINT (963536.349030302 1949237.1170108765),G0046,CCTV,서울특별시 광진구 광나루로38길 73 (구의동),37.54174,127.08724,True,True
986,CCTV,POINT (963030.0887965584 1949423.5258467474),G0035,CCTV,서울특별시 광진구 광나루로30다길 3 (구의동),37.5434,127.0815,True,True
987,CCTV,POINT (963043.5912897778 1949281.4543504575),G0035,CCTV,서울특별시 광진구 자양로23가길 16 (구의동),37.54212,127.08166,True,True
988,CCTV,POINT (963111.4118633829 1949235.664865101),G0035,CCTV,서울특별시 광진구 자양로23길 21 (구의동),37.54171,127.08243,True,True
989,CCTV,POINT (964476.8009947172 1950588.8054634924),G0067,CCTV,서울특별시 광진구 영화사로 105 (구의동),37.55396,127.09782,True,True
990,CCTV,POINT (964361.9949372982 1950182.1242263615),G0067,CCTV,서울특별시 광진구 워커힐로 93 (구의동),37.55029,127.09654,True,True
991,CCTV,POINT (963677.6114599307 1950227.2492464085),G0048,CCTV,서울특별시 광진구 천호대로130길 26 (구의동),37.55067,127.08879,True,True
992,CCTV,POINT (963695.1811879335 1950003.0606047048),G0047,CCTV,서울특별시 광진구 자양로 247 (구의동),37.54865,127.089,True,True
993,CCTV,POINT (964201.5795253143 1950673.1973778387),G0059,CCTV,서울특별시 광진구 영화사로 77-1 (구의동),37.55471,127.0947,True,True
994,CCTV,POINT (964392.2211906473 1950639.0936504633),G0068,CCTV,서울특별시 광진구 영화사로 98-1 (구의동),37.55441,127.09686,True,True
995,CCTV,POINT (964257.1339520736 1950446.6273176095),G0058,CCTV,"서울특별시 광진구 자양로50길 53 (구의동, 남광하이츠빌라)",37.55267,127.09534,True,True
996,CCTV,POINT (964383.5579527069 1950472.7111978328),G0067,CCTV,"서울특별시 광진구 자양로50길 79 (구의동, 유진아트빌라)",37.55291,127.09677,True,True
997,CCTV,POINT (964225.7515526426 1950543.2858549897),G0058,CCTV,서울특별시 광진구 자양로52길 21-19 (구의동),37.55354,127.09498,True,True
998,CCTV,POINT (964133.9676323619 1950561.4332541795),G0058,CCTV,서울특별시 광진구 자양로52길 3-9 (구의동),37.5537,127.09394,True,True
999,CCTV,POINT (964061.6782108817 1950389.7788489067),G0058,CCTV,서울특별시 광진구 자양로50길 13 (구의동),37.55215,127.09313,True,True
1000,CCTV,POINT (963532.8281978733 1950044.8221425083),G0047,CCTV,서울특별시 광진구 구의2동 613-38,37.54902,127.08716,True,True
1001,CCTV,POINT (963870.1797110235 1948603.2648937346),G0054,CCTV,서울특별시 광진구 구의강변로3길 19 (구의동),37.53604,127.09105,True,True
1002,CCTV,POINT (964113.6355305987 1948717.5937191977),G0055,CCTV,"서울특별시 광진구 구의강변로 84 (구의동, 세양아파트)",37.53708,127.0938,True,True
1003,CCTV,POINT (964103.4988928967 1948825.255273142),G0055,CCTV,서울특별시 광진구 구의강변로 86 세양아파트 입구,37.53805,127.09368,True,True
1004,CCTV,POINT (964078.3639184339 1948733.278611277),G0055,CCTV,서울특별시 광진구 구의3동 215-10 교통섬,37.53722,127.0934,True,True
1005,CCTV,POINT (963890.1922708747 1949345.4080630194),G0056,CCTV,서울특별시 광진구 광나루로44길 32 (구의동),37.54273,127.09124,True,True
1006,CCTV,POINT (963736.8009219291 1948812.4248293303),G0045,CCTV,서울특별시 광진구 아차산로 426 (구의동),37.53792,127.08953,True,True
1007,CCTV,POINT (963883.1561545278 1948743.000640091),G0055,CCTV,서울특별시 광진구 강변역로2길 18 (구의동),37.5373,127.09119,True,True
1008,CCTV,POINT (963935.8559349915 1948671.7661609643),G0055,CCTV,"서울특별시 광진구 구의강변로3가길 24 (구의동, 동서울빌라)",37.53666,127.09179,True,True
1009,CCTV,POINT (964036.788112424 1948721.2544047837),G0055,CCTV,서울특별시 광진구 구의강변로 69 구남초교 정문 앞,37.53711,127.09293,True,True
1010,CCTV,POINT (963909.827136548 1948374.5435495463),G0054,CCTV,서울특별시 광진구 구의강변로 35 (구의동),37.53398,127.09151,True,True
1011,CCTV,POINT (964489.9303414507 1948907.913562011),G0064,CCTV,서울특별시 광진구 광나루로56길 5 (구의동),37.53881,127.09805,True,True
1012,CCTV,POINT (964619.6685274196 1950536.0506486802),G0067,CCTV,서울특별시 광진구 영화사로 111 (구의동),37.55349,127.09944,True,True
1013,CCTV,POINT (963834.1509433687 1949053.8632142984),G0055,CCTV,서울특별시 광진구 구의로4길 15 (구의동),37.5401,127.09062,True,True
1014,CCTV,POINT (963637.6756844715 1949579.496981071),G0046,CCTV,서울특별시 광진구 광나루로 532 (구의동),37.54483,127.08837,True,True
1015,CCTV,POINT (963838.5436339584 1948845.2652011134),G0055,CCTV,서울특별시 광진구 아차산로 435 강변SK뷰 교통섬,37.53822,127.09068,True,True
1016,CCTV,POINT (964302.3667004801 1950694.9527141007),G0068,CCTV,"서울특별시 광진구 영화사로 87-1 (구의동, 동성주택)",37.55491,127.09584,True,True
1017,CCTV,POINT (963855.3348474818 1950064.4919835934),G0057,CCTV,서울특별시 광진구 천호대로134길 2 (구의동),37.54921,127.09081,True,True
1018,CCTV,POINT (962226.5765166453 1950481.1342802665),G0017,CCTV,서울특별시 광진구 능동로 209 (군자동),37.5529,127.07235,True,True
1019,CCTV,POINT (962533.6694032823 1950807.0357141148),G0027,CCTV,서울특별시 광진구 면목로 20 (군자동),37.55585,127.07581,True,True
1020,CCTV,POINT (962241.2442166796 1950404.5143234422),G0017,CCTV,서울특별시 광진구 군자로12길 45 (군자동),37.55221,127.07252,True,True
1021,CCTV,POINT (962282.9440521251 1950639.5318793654),G0018,CCTV,서울특별시 광진구 동일로52길 27 (군자동),37.55433,127.07298,True,True
1022,CCTV,POINT (962158.6108213237 1950685.5858020533),G0018,CCTV,"서울특별시 광진구 동일로52길 10 (군자동, 파인하우스)",37.55474,127.07157,True,True
1023,CCTV,POINT (962325.8968844806 1950567.221485398),G0026,CCTV,서울특별시 광진구 군자로 127 세종대 기숙사 코너,37.55368,127.07347,True,True
1024,CCTV,POINT (961972.423863403 1950340.2825218374),G0017,CCTV,서울특별시 광진구 동일로 222 (군자동),37.55162,127.06948,True,True
1025,CCTV,POINT (962099.5349630046 1950127.7931397213),G0017,CCTV,서울특별시 광진구 군자로 70 화양슈퍼 코너,37.54971,127.07093,True,True
1026,CCTV,POINT (962161.1615406562 1950276.1806787602),G0017,CCTV,서울특별시 광진구 군자로 74 (군자동),37.55105,127.07162,True,True
1027,CCTV,POINT (962327.8401134514 1950995.467206244),G0027,CCTV,서울특별시 광진구 천호대로102길 36 (군자동),37.55754,127.07347,True,True
1028,CCTV,POINT (963570.1275442346 1950090.1464767666),G0047,CCTV,서울특별시 광진구 천호대로 664 (능동),37.54943,127.08758,True,True
1029,CCTV,POINT (963115.9872506638 1950663.5260365526),G0038,CCTV,서울특별시 광진구 천호대로114길 25 (능동),37.55458,127.08241,True,True
1030,CCTV,POINT (963176.5927592299 1949192.1065741586),G0035,CCTV,서울특별시 광진구 자양로23길 7 (자양동),37.54132,127.08317,True,True
1031,CCTV,POINT (962957.1789831166 1948723.7790375655),G0034,CCTV,서울특별시 광진구 아차산로 344 (자양동),37.53709,127.08071,True,True
1032,CCTV,POINT (962800.4869510292 1948653.473509123),G0034,CCTV,서울특별시 광진구 아차산로44길 36 (자양동),37.53645,127.07894,True,True
1033,CCTV,POINT (963308.6854287852 1948296.1856855263),G0044,CCTV,서울특별시 광진구 자양로 61,37.53325,127.08471,True,True
1034,CCTV,POINT (962501.7059415234 1948226.5637872536),G0022,CCTV,서울특별시 광진구 자양번영로 32,37.53259,127.07558,True,True
1035,CCTV,POINT (962610.2144951752 1948189.4625391965),G0022,CCTV,서울특별시 광진구 자양번영로6길 20 (자양동),37.53226,127.07681,True,True
1036,CCTV,POINT (963684.6553649993 1948201.3392311821),G0044,CCTV,"서울특별시 광진구 자양로6길 40 (자양동, 대양샤인빌)",37.53241,127.08897,True,True
1037,CCTV,POINT (963651.203034425 1948027.3001149995),G0043,CCTV,"서울특별시 광진구 뚝섬로62길 47 (자양동, 효성맨션)",37.53084,127.0886,True,True
1038,CCTV,POINT (962428.7410988398 1947917.3532285937),G0021,CCTV,"서울특별시 광진구 자양강변길 297 (자양동, 신호빌라트)",37.5298,127.07477,True,True
1039,CCTV,POINT (962653.3188009266 1947950.7342420262),G0021,CCTV,서울특별시 광진구 자양번영로4길 42-22 (자양동),37.53011,127.07731,True,True
1040,CCTV,POINT (963119.605525797 1948096.2101529238),G0032,CCTV,서울특별시 광진구 뚝섬로 656 성자초교앞 사거리,37.53144,127.08258,True,True
1041,CCTV,POINT (963283.0106796451 1948084.3919038996),G0032,CCTV,서울특별시 광진구 뚝섬로58길 13 노인보호센터 앞,37.53134,127.08443,True,True
1042,CCTV,POINT (963239.6093797092 1948060.1756348559),G0032,CCTV,서울특별시 광진구 자양로5길 33 (자양동,37.53112,127.08394,True,True
1043,CCTV,POINT (963232.2907093533 1948003.6254742201),G0032,CCTV,서울특별시 광진구 자양로5길 33 (자양동,37.53061,127.08386,True,True
1044,CCTV,POINT (963456.4962348965 1948154.632677172),G0044,CCTV,서울특별시 광진구 자양로6길 8 (자양동),37.53198,127.08639,True,True
1045,CCTV,POINT (963634.0128536476 1948137.2119677654),G0044,CCTV,"서울특별시 광진구 뚝섬로62길 33-8 (자양동, 목화맨션)",37.53183,127.0884,True,True
1046,CCTV,POINT (963794.748992434 1948324.0089823),G0054,CCTV,서울특별시 광진구 자양로4길 63,37.53352,127.09021,True,True
1047,CCTV,POINT (962276.0076578562 1948334.0938925997),G0013,CCTV,서울특별시 광진구 뚝섬로40길 12 (자양동),37.53355,127.07302,True,True
1048,CCTV,POINT (961859.4892877262 1948444.7229052857),G0013,CCTV,서울특별시 광진구 능동로 42 (자양동),37.53453,127.0683,True,True
1049,CCTV,POINT (962439.4572807692 1948333.3534125374),G0022,CCTV,서울특별시 광진구 뚝섬로 585 (자양동),37.53355,127.07487,True,True
1050,CCTV,POINT (962132.0017096938 1948530.0146199956),G0013,CCTV,서울특별시 광진구 뚝섬로35길 16-20 (자양동),37.53531,127.07138,True,True
1051,CCTV,POINT (962167.8206950322 1948441.094317158),G0013,CCTV,서울특별시 광진구 뚝섬로 561 (자양동),37.53451,127.07179,True,True
1052,CCTV,POINT (962137.6984752306 1948035.1678184522),G0012,CCTV,서울특별시 광진구 능동로4길 88 (자양동),37.53085,127.07147,True,True
1053,CCTV,POINT (962017.777806411 1948475.0627961801),G0013,CCTV,서울특별시 광진구 능동로 42 신양초교 후문입구,37.53481,127.07009,True,True
1054,CCTV,POINT (961442.3299824471 1948605.3018706979),G0007,CCTV,서울특별시 광진구 동일로4길 51 (자양동),37.53596,127.06357,True,True
1055,CCTV,POINT (961324.0929845311 1948638.0259435333),G0008,CCTV,서울특별시 광진구 동일로4가길 2 (자양동),37.53625,127.06223,True,True
1056,CCTV,POINT (961411.7687735499 1948683.1063491346),G0008,CCTV,서울특별시 광진구 뚝섬로 476 (자양동),37.53666,127.06322,True,True
1057,CCTV,POINT (961647.9075723836 1948736.3767109981),G0008,CCTV,서울특별시 광진구 뚝섬로23길 44 (자양동),37.53715,127.06589,True,True
1058,CCTV,POINT (961723.7121383093 1948698.3052995678),G0008,CCTV,서울특별시 광진구 능동로5길 17 (자양동),37.53681,127.06675,True,True
1059,CCTV,POINT (963703.0461612381 1947961.6153182515),G0043,CCTV,서울특별시 광진구 뚝섬로64길 71 (자양동),37.53025,127.08919,True,True
1060,CCTV,POINT (962530.1348990613 1947869.1885429327),G0021,CCTV,서울특별시 광진구 뚝섬로46길 74 (자양동),37.52937,127.07592,True,True
1061,CCTV,POINT (962823.9687014485 1948767.6431309048),G0034,CCTV,서울특별시 광진구 아차산로 326 (자양동),37.53748,127.0792,True,True
1062,CCTV,POINT (963389.3137654542 1948147.1621754465),G0044,CCTV,서울특별시 광진구 자양로 43 (자양동),37.53191,127.08563,True,True
1063,CCTV,POINT (963082.2256717028 1951612.2704649162),G0040,CCTV,서울특별시 광진구 긴고랑로13길 10 (중곡동),37.56313,127.08198,True,True
1064,CCTV,POINT (963089.0294828634 1951553.438408951),G0039,CCTV,서울특별시 광진구 긴고랑로 51 (중곡동),37.5626,127.08206,True,True
1065,CCTV,POINT (963149.1130500638 1951758.4229951303),G0040,CCTV,서울특별시 광진구 능동로49길 9 (중곡동),37.56445,127.08273,True,True
1066,CCTV,POINT (962868.8630997608 1951891.6988091427),G0040,CCTV,서울특별시 광진구 동일로72길 34 (중곡동),37.56564,127.07955,True,True
1067,CCTV,POINT (963242.2280013842 1951246.5455798479),G0039,CCTV,서울특별시 광진구 긴고랑로22길 29,37.55984,127.08381,True,True
1068,CCTV,POINT (963273.7385466668 1951182.0570267693),G0039,CCTV,서울특별시 광진구 천호대로113길 50-4 (중곡동),37.55926,127.08417,True,True
1069,CCTV,POINT (963508.0756392163 1951648.1091509173),G0051,CCTV,서울특별시 광진구 용마산로 111 (중곡동),37.56347,127.0868,True,True
1070,CCTV,POINT (963482.2437677622 1950995.8562941612),G0049,CCTV,서울특별시 광진구 용마산로5길 27 (중곡동),37.55759,127.08654,True,True
1071,CCTV,POINT (963590.9975149416 1951022.0058068107),G0049,CCTV,서울특별시 광진구 용마산로 47 (중곡동),37.55783,127.08777,True,True
1072,CCTV,POINT (963333.0579642432 1950814.56139764),G0049,CCTV,서울특별시 광진구 용마산로1길 65 (중곡동),37.55595,127.08486,True,True
1073,CCTV,POINT (963352.7342592763 1950869.94782908),G0049,CCTV,서울특별시 광진구 용마산로3길 57 (중곡동),37.55645,127.08508,True,True
1074,CCTV,POINT (963243.4196527218 1951116.732673076),G0039,CCTV,서울특별시 광진구 용마산로3길 57 (중곡동),37.55867,127.08383,True,True
1075,CCTV,POINT (963197.9330531557 1951017.0821883343),G0038,CCTV,서울특별시 광진구 용마산로3길 57 (중곡동),37.55777,127.08332,True,True
1076,CCTV,POINT (963153.0510597202 1951053.8936798724),G0038,CCTV,서울특별시 광진구 천호대로111길 41 (중곡동),37.5581,127.08281,True,True
1077,CCTV,POINT (962963.0658662127 1952419.3851413927),G0041,CCTV,서울특별시 광진구 동일로80길 13 (중곡동),37.5704,127.08059,True,True
1078,CCTV,POINT (963249.0719014598 1951994.2964825912),G0040,CCTV,"서울특별시 광진구 능동로53길 13 (중곡동, 정인주택)",37.56658,127.08385,True,True
1079,CCTV,POINT (963014.1853935655 1952396.9677444254),G0041,CCTV,서울특별시 광진구 동일로80길 24 (중곡동),37.5702,127.08117,True,True
1080,CCTV,POINT (962834.6196594669 1951936.2308374296),G0040,CCTV,서울특별시 광진구 동일로72길 23-5 (중곡동),37.56604,127.07916,True,True
1081,CCTV,POINT (962765.7456391237 1951938.7584910286),G0029,CCTV,"서울특별시 광진구 동일로72길 17 (중곡동, 중곡아파트)",37.56606,127.07838,True,True
1082,CCTV,POINT (962952.958792445 1951935.7017379308),G0040,CCTV,"서울특별시 광진구 긴고랑로7길 60 (중곡동, 주원그린빌)",37.56604,127.0805,True,True
1083,CCTV,POINT (962687.2919286992 1951971.285447457),G0029,CCTV,서울특별시 광진구 동일로 399 (중곡동),37.56635,127.07749,True,True
1084,CCTV,POINT (963033.1600528203 1952493.4070311834),G0041,CCTV,서울특별시 광진구 답십리로78길 11 (중곡동),37.57107,127.08138,True,True
1085,CCTV,POINT (962932.7628385889 1952554.875748073),G0041,CCTV,서울특별시 광진구 동일로 462 (중곡동),37.57162,127.08024,True,True
1086,CCTV,POINT (962910.165587201 1952438.4824079548),G0041,CCTV,서울특별시 광진구 동일로 452-1 (중곡동),37.57057,127.07999,True,True
1088,CCTV,POINT (963798.2816616531 1951160.8920042699),G0060,CCTV,서울특별시 광진구 긴고랑로 136 (중곡동),37.55909,127.09011,True,True
1089,CCTV,POINT (963657.6295737573 1951514.3169328787),G0050,CCTV,서울특별시 광진구 용마산로8가길 80 (중곡동),37.56227,127.0885,True,True
1090,CCTV,POINT (963762.4172757496 1952049.731414052),G0051,CCTV,서울특별시 광진구 용마산로28길 62 (중곡동),37.5671,127.08966,True,True
1091,CCTV,POINT (963653.8463892099 1951860.487245127),G0051,CCTV,서울특별시 광진구 용마산로22길 76 (중곡동),37.56539,127.08844,True,True
1092,CCTV,POINT (963526.5968951337 1951843.29400974),G0051,CCTV,서울특별시 광진구 용마산로 128 (중곡동) 원방빌딩,37.56523,127.087,True,True
1093,CCTV,POINT (963656.567628316 1951675.1942940634),G0051,CCTV,서울특별시 광진구 용마산로22길 24 (중곡동),37.56372,127.08848,True,True
1094,CCTV,POINT (963512.4223471433 1952234.998504282),G0052,CCTV,서울특별시 광진구 용마산로30길 17 (중곡동),37.56876,127.08682,True,True
1095,CCTV,POINT (963935.8502852978 1951111.4767192802),G0060,CCTV,서울특별시 광진구 긴고랑로 152 (중곡동),37.55865,127.09167,True,True
1096,CCTV,POINT (963676.4809786258 1950978.3621679028),G0049,CCTV,서울특별시 광진구 용마산로6길 13 (중곡동),37.55744,127.08874,True,True
1097,CCTV,POINT (963067.1108598703 1952383.4183823469),G0041,CCTV,서울특별시 광진구 동일로80길 34 (중곡동),37.57008,127.08177,True,True
1098,CCTV,POINT (963668.9576442756 1952084.5335365618),G0051,CCTV,서울특별시 광진구 용마산로28길 43 (중곡동),37.56741,127.0886,True,True
1099,CCTV,POINT (961652.3148842125 1949499.668966249),G0009,CCTV,서울특별시 광진구 아차산로21길 47 (화양동),37.54403,127.0659,True,True
1100,CCTV,POINT (962124.5398799477 1949606.2298042942),G0015,CCTV,서울특별시 광진구 군자로 18 (화양동),37.54501,127.07124,True,True
1101,CCTV,POINT (963016.6946149516 1949391.4110112847),G0035,CCTV,서울특별시 광진구 광나루로30길 49 (화양동),37.54311,127.08135,True,True
1102,CCTV,POINT (962101.3569758564 1949365.581462073),G0015,CCTV,서울특별시 광진구 능동로13길 15 (화양동),37.54284,127.07099,True,True
1103,CCTV,POINT (962072.755055685 1949679.6908874374),G0016,CCTV,서울특별시 광진구 군자로 27 (화양동),37.54567,127.07065,True,True
1104,CCTV,POINT (962814.6454642907 1949645.2710715341),G0036,CCTV,서울특별시 광진구 광나루로 448 (화양동),37.54539,127.07905,True,True
1105,CCTV,POINT (962210.4091263616 1949451.6229186119),G0015,CCTV,서울특별시 광진구 능동로 145 (화양동),37.54362,127.07222,True,True
1106,CCTV,POINT (961628.2225113419 1949447.6353031786),G0009,CCTV,서울특별시 광진구 아차산로21길 15 (화양동),37.54356,127.06563,True,True
1107,CCTV,POINT (961582.6152502506 1949328.0237356578),G0009,CCTV,서울특별시 광진구 아차산로 191 (화양동),37.54248,127.06512,True,True
1108,CCTV,POINT (963936.3471849419 1949802.3063349884),G0057,CCTV,서울특별시 광진구 자양로40길 53 (구의동),37.54685,127.09174,True,True
1109,CCTV,POINT (963253.2010057687 1948136.668373362),G0033,CCTV,서울특별시 광진구 뚝섬로 52길,37.53181,127.08409,True,True
1110,CCTV,POINT (963713.6338721517 1948565.115975709),G0044,CCTV,서울특별시 광진구 아차산로58길 47 (구의동),37.53569,127.08928,True,True
1111,CCTV,POINT (963875.5826441126 1948423.5086562901),G0054,CCTV,서울특별시 광진구 뚝섬로 741 (구의동),37.53442,127.09112,True,True
1112,CCTV,POINT (962867.551873917 1948635.422085035),G0034,CCTV,서울특별시 광진구 아차산로 44가길 5,37.53629,127.0797,True,True
1113,CCTV,POINT (963520.3166466807 1949810.7801169823),G0047,CCTV,서울특별시 광진구 자양로 219,37.54691,127.08703,True,True
1114,CCTV,POINT (963232.5777848609 1949465.896134787),G0035,CCTV,서울특별시 광진구 자양로23길 79,37.54379,127.08379,True,True
1115,CCTV,POINT (963818.8491688641 1947974.423836863),G0053,CCTV,서울특별시 광진구 자양로23길 79,37.53037,127.0905,True,True
1116,CCTV,POINT (963701.1390343328 1950759.6895796063),G0049,CCTV,서울특별시 광진구 자양로43길 115,37.55547,127.08903,True,True
1117,CCTV,POINT (963746.1753513014 1950150.3965730746),G0048,CCTV,서울특별시 광진구 자양로41길 20,37.54998,127.08957,True,True
1118,CCTV,POINT (961976.4333214014 1950058.4594672448),G0016,CCTV,서울특별시 광진구 광나루로15길 23,37.54908,127.06954,True,True
1119,CCTV,POINT (962476.3191946183 1950625.3420735514),G0027,CCTV,서울특별시 광진구 군자로 142,37.55421,127.07517,True,True
1120,CCTV,POINT (964137.5731735576 1948941.6015792985),G0055,CCTV,서울특별시 광진구 구의강변로 96,37.5391,127.09406,True,True
1121,CCTV,POINT (965042.7085740191 1949683.3011988322),G0075,CCTV,서울특별시 광진구 아차산로73길 7-4 (광장동),37.54582,127.10427,True,True
1122,CCTV,POINT (964847.6015999716 1949920.4401259262),G0075,CCTV,서울특별시 광진구 광장로1길 23 (광장동),37.54795,127.10205,True,True
1123,CCTV,POINT (963419.2370035612 1949524.9829974866),G0046,CCTV,서울특별시 광진구 자양로32길 14 (구의동),37.54433,127.0859,True,True
1124,CCTV,POINT (963535.1100860983 1949156.1316449149),G0046,CCTV,"서울특별시 광진구 자양로26길 59 (구의동, 한일익스프레스)",37.54101,127.08723,True,True
1125,CCTV,POINT (963395.6416820734 1949182.2627093624),G0046,CCTV,서울특별시 광진구 아차산로51길 86-12 (구의동),37.54124,127.08565,True,True
1126,CCTV,POINT (963528.3301027379 1949221.6197319592),G0046,CCTV,"서울특별시 광진구 광나루로38길 74 (구의동, 삼영)",37.5416,127.08715,True,True
1127,CCTV,POINT (963291.2411830978 1949147.2205906538),G0046,CCTV,서울특별시 광진구 아차산로49길 89 (구의동),37.54092,127.08447,True,True
1128,CCTV,POINT (963463.1382871346 1948861.330774752),G0045,CCTV,"서울특별시 광진구 아차산로55길 23 (구의동, 신일아트빌라)",37.53835,127.08643,True,True
1129,CCTV,POINT (964310.1655555915 1950248.9146402734),G0067,CCTV,서울특별시 광진구 자양로44다길 28 (구의동),37.55089,127.09595,True,True
1130,CCTV,POINT (963870.8594983462 1948962.7275759606),G0055,CCTV,서울특별시 광진구 광나루로52길 94 (구의동),37.53928,127.09104,True,True
1131,CCTV,POINT (963958.6358742159 1948831.4297858102),G0055,CCTV,서울특별시 광진구 강변역로 17 (구의동),37.5381,127.09204,True,True
1132,CCTV,POINT (962358.5720145844 1950955.38695858),G0027,CCTV,서울특별시 광진구 동일로58길 20 (군자동),37.55718,127.07382,True,True
1133,CCTV,POINT (962348.9676579538 1950590.4156489898),G0026,CCTV,서울특별시 광진구 군자로 129-5 (군자동),37.55389,127.07373,True,True
1134,CCTV,POINT (962288.6000906763 1950912.4352587566),G0018,CCTV,서울특별시 광진구 천호대로102길 55 (군자동),37.55679,127.07303,True,True
1135,CCTV,POINT (963119.776950103 1951715.284045312),G0040,CCTV,서울특별시 광진구 긴고랑로13길 33 (중곡동),37.56406,127.0824,True,True
1136,CCTV,POINT (963512.9708089749 1951154.3748721748),G0050,CCTV,서울특별시 광진구 긴고랑로30길 16 (중곡동),37.55902,127.08688,True,True
1137,CCTV,POINT (963979.404500861 1949138.6606900743),G0056,CCTV,서울특별시 광진구 아차산로63길 31,37.54087,127.09226,True,True
1138,CCTV,POINT (962578.6082878141 1948430.358310055),G0022,CCTV,서울특별시 광진구 자양번영로8길 7 (자양동),37.53443,127.07644,True,True
1139,CCTV,POINT (963034.1838447091 1948159.8290553424),G0033,CCTV,서울특별시 광진구 뚝섬로57가길 38 (자양동),37.53201,127.08161,True,True
1140,CCTV,POINT (962709.0356605195 1948552.9223182644),G0022,CCTV,서울특별시 광진구 아차산로40길 49 (자양동),37.53554,127.07791,True,True
1141,CCTV,POINT (963679.34451919 1948199.1435213226),G0044,CCTV,서울특별시 광진구 뚝섬로64길 45 (자양동),37.53239,127.08891,True,True
1142,CCTV,POINT (963205.8917581749 1947828.4474170613),G0032,CCTV,서울특별시 광진구 뚝섬로58길 90 (자양동),37.52903,127.08357,True,True
1143,CCTV,POINT (963051.5885926338 1947901.2470328768),G0032,CCTV,서울특별시 광진구 뚝섬로52라길 61-12 (자양동),37.52968,127.08182,True,True
1144,CCTV,POINT (963270.601927644 1948075.571049866),G0032,CCTV,서울특별시 광진구 뚝섬로58길 13 (자양동),37.53126,127.08429,True,True
1145,CCTV,POINT (963628.9958186264 1952235.5962255679),G0052,CCTV,서울특별시 광진구 용마산로30길 37 (중곡동),37.56877,127.08814,True,True
1146,CCTV,POINT (962260.0238242756 1948316.4150589695),G0013,CCTV,서울특별시 광진구 뚝섬로40길 14 (자양동),37.53339,127.07284,True,True
1147,CCTV,POINT (962055.2748155568 1948560.3202162227),G0013,CCTV,"서울특별시 광진구 뚝섬로35길 18 (자양동, 무지개빌라)",37.53558,127.07051,True,True
1148,CCTV,POINT (962173.4341376424 1948121.5432124755),G0013,CCTV,서울특별시 광진구 뚝섬로36가길 26 (자양동),37.53163,127.07187,True,True
1149,CCTV,POINT (961654.4042252159 1948804.024111548),G0008,CCTV,서울특별시 광진구 뚝섬로27길 39 (자양동),37.53776,127.06596,True,True
1150,CCTV,POINT (961849.4027354883 1948941.8095055176),G0014,CCTV,서울특별시 광진구 아차산로32길 21 (자양동),37.53901,127.06816,True,True
1151,CCTV,POINT (961181.1425555383 1948486.6958157078),G0003,CCTV,서울특별시 광진구 동일로2길 2-8 (자양동),37.53488,127.06062,True,True
1152,CCTV,POINT (962162.9599034578 1950476.9860642226),G0017,CCTV,서울특별시 광진구 군자로13길 6 (군자동),37.55286,127.07163,True,True
1153,CCTV,POINT (961600.0530313915 1948513.59525041),G0007,CCTV,서울특별시 광진구 뚝섬로30가길 18 (자양동),37.53514,127.06536,True,True
1154,CCTV,POINT (961541.8349314224 1948533.83489862),G0007,CCTV,서울특별시 광진구 동일로4길 68-8 (자양동),37.53532,127.0647,True,True
