facility_id,시설유형,geometry,grid_id,시설명,주소,위도,경도,inside_gwangjin,inside_or_near_gwangjin
36,CCTV,POINT (963251.3547817399 1949516.848381856),G0035,CCTV,서울특별시 광진구 자양로23길 86 (구의동),37.54425,127.084,True,True
37,CCTV,POINT (963469.4151610547 1948882.3829610895),G0045,CCTV,서울특별시 광진구 아차산로55길 23 (구의동),37.53854,127.0865,True,True
38,CCTV,POINT (963394.898582383 1949013.6275879433),G0045,CCTV,서울특별시 광진구 아차산로53길 53 (구의동),37.53972,127.08565,True,True
39,CCTV,POINT (963407.5735040165 1948882.6551288194),G0045,CCTV,서울특별시 광진구 아차산로53길 29 (구의동),37.53854,127.0858,True,True
40,CCTV,POINT (963433.4915090457 1948950.2182349826),G0045,CCTV,서울특별시 광진구 아차산로53길 38-12 (구의동),37.53915,127.08609,True,True
41,CCTV,POINT (963116.1870304834 1949515.2286002513),G0035,CCTV,서울특별시 광진구 광나루로30가길 9 (구의동),37.54423,127.08247,True,True
42,CCTV,POINT (964274.3079972379 1950332.278618706),G0058,CCTV,서울특별시 광진구 자양로44길 141-7 (구의동),37.55164,127.09554,True,True
43,CCTV,POINT (964223.9590717279 1950127.2445992515),G0058,CCTV,서울특별시 광진구 자양로44길 69 (구의동),37.54979,127.09498,True,True
44,CCTV,POINT (963907.8070695718 1950349.3960655716),G0058,CCTV,서울특별시 광진구 자양로45길 13 (구의동),37.55178,127.09139,True,True
45,CCTV,POINT (963535.5983851018 1949669.8110771542),G0047,CCTV,서울특별시 광진구 광나루로 517-10 (구의동),37.54564,127.08721,True,True
46,CCTV,POINT (963541.0234222424 1949899.4463232404),G0047,CCTV,서울특별시 광진구 자양로37가길 10 (구의동),37.54771,127.08726,True,True
47,CCTV,POINT (964038.5453026646 1950555.1892091664),G0058,CCTV,서울특별시 광진구 자양로51길 11 (구의동),37.55364,127.09286,True,True
48,CCTV,POINT (964278.7862354527 1950551.9332326693),G0058,CCTV,서울특별시 광진구 영화사로16가길 21 (구의동),37.55362,127.09558,True,True
49,CCTV,POINT (964082.0800913147 1950613.8023900301),G0059,CCTV,서울특별시 광진구 자양로53길 10 (구의동),37.55417,127.09335,True,True
50,CCTV,POINT (964190.5784547575 1950580.0498010572),G0058,CCTV,서울특별시 광진구 자양로54길 11 (구의동),37.55387,127.09458,True,True
51,CCTV,POINT (964088.9974784986 1950579.3790656915),G0058,CCTV,서울특별시 광진구 자양로51길 10-9 (구의동),37.55386,127.09343,True,True
52,CCTV,POINT (964311.0228370598 1950653.8653184404),G0068,CCTV,서울특별시 광진구 영화사로16길 19 (구의동),37.55454,127.09594,True,True
53,CCTV,POINT (964321.0022269406 1950509.592080286),G0067,CCTV,서울특별시 광진구 영화사로16나길 21 (구의동),37.55324,127.09606,True,True
54,CCTV,POINT (964143.3770054127 1950490.3868927944),G0058,CCTV,서울특별시 광진구 자양로52길 11 (구의동),37.55306,127.09405,True,True
55,CCTV,POINT (964363.363905768 1950295.283634841),G0067,CCTV,서울특별시 광진구 자양로44길 125 (구의동),37.55131,127.09655,True,True
56,CCTV,POINT (964310.1655555915 1950248.9146402734),G0067,CCTV,서울특별시 광진구 자양로44나길 26-14 (구의동),37.55089,127.09595,True,True
57,CCTV,POINT (964187.7113576138 1950324.8854010482),G0058,CCTV,서울특별시 광진구 자양로44나길 39 (구의동),37.55157,127.09456,True,True
58,CCTV,POINT (964109.5926970604 1950235.3560986817),G0058,CCTV,서울특별시 광진구 천호대로137길 38 (구의동),37.55076,127.09368,True,True
59,CCTV,POINT (963952.5064924847 1950472.3524532223),G0058,CCTV,서울특별시 광진구 자양로49길 15-2 (구의동),37.55289,127.09189,True,True
60,CCTV,POINT (963878.3928654572 1950288.5034251777),G0058,CCTV,서울특별시 광진구 자양로43길 8 (구의동),37.55123,127.09106,True,True
61,CCTV,POINT (964161.3326356886 1950762.1281832508),G0059,CCTV,서울특별시 광진구 영화사로11길 22 (구의동),37.55551,127.09424,True,True
62,CCTV,POINT (964235.3346147701 1950717.4304863177),G0059,CCTV,서울특별시 광진구 영화사로15길 25,37.55511,127.09508,True,True
63,CCTV,POINT (963982.0883893938 1950164.9024701098),G0058,CCTV,서울특별시 광진구 천호대로135길 16 (구의동),37.55012,127.09224,True,True
64,CCTV,POINT (964062.3068452541 1950126.8331450757),G0058,CCTV,서울특별시 광진구 천호대로137길 10 (구의동),37.54978,127.09315,True,True
65,CCTV,POINT (963928.9222457379 1949923.2701125166),G0057,CCTV,서울특별시 광진구 자양로42길 42-24 (구의동),37.54794,127.09165,True,True
66,CCTV,POINT (963425.5007992912 1949944.3328681118),G0047,CCTV,서울특별시 광진구 자양로35길 35,37.54811,127.08595,True,True
67,CCTV,POINT (963515.7232612416 1949971.672617298),G0047,CCTV,서울특별시 광진구 자양로37길 21 (구의동),37.54836,127.08697,True,True
68,CCTV,POINT (963459.8192318936 1949914.226256274),G0047,CCTV,서울특별시 광진구 자양로33길 44 (구의동),37.54784,127.08634,True,True
69,CCTV,POINT (963657.3917875144 1949845.6819899767),G0047,CCTV,서울특별시 광진구 천호대로134길 55 (구의동),37.54723,127.08858,True,True
70,CCTV,POINT (963631.4151285067 1949763.6953727948),G0047,CCTV,서울특별시 광진구 자양로36길 17-12 (구의동),37.54649,127.08829,True,True
