시설명,시설유형,주소,위도,경도
CCTV,CCTV,서울특별시 광진구 천호대로137길 10 (구의동),37.54978,127.09315
CCTV,CCTV,서울특별시 광진구 자양로42길 42-24 (구의동),37.54794,127.09165
CCTV,CCTV,서울특별시 광진구 자양로35길 35,37.54811,127.08595
CCTV,CCTV,서울특별시 광진구 자양로37길 21 (구의동),37.54836,127.08697
CCTV,CCTV,서울특별시 광진구 자양로33길 44 (구의동),37.54784,127.08634
CCTV,CCTV,서울특별시 광진구 천호대로134길 55 (구의동),37.54723,127.08858
CCTV,CCTV,서울특별시 광진구 자양로36길 17-12 (구의동),37.54649,127.08829
CCTV,CCTV,서울특별시 광진구 자양로36길 11 (구의동),37.54627,127.08754
CCTV,CCTV,서울특별시 광진구 천호대로132길 27-7 (구의동),37.54939,127.08908
CCTV,CCTV,서울특별시 광진구 광나루로44길 9 (구의동),37.54383,127.09155
CCTV,CCTV,서울특별시 광진구 구의로16길 36 (구의동),37.54344,127.0926
CCTV,CCTV,서울특별시 광진구 광나루로52길 12 (구의동),37.54127,127.09471
CCTV,CCTV,서울특별시 광진구 아차산로65길 14 (구의동),37.54097,127.09414
CCTV,CCTV,서울특별시 광진구 구의로4길 51 (구의동),37.54071,127.09224
CCTV,CCTV,서울특별시 광진구 구의로6길 21 (구의동),37.5415,127.09104
CCTV,CCTV,서울특별시 광진구 아차산로63길 37 (구의동),37.54131,127.09216
CCTV,CCTV,서울특별시 광진구 구의로4길 40 (구의동),37.54045,127.09164
CCTV,CCTV,서울특별시 광진구 구의로4길 60 (구의동),37.54109,127.09275
CCTV,CCTV,서울특별시 광진구 광나루로52길 43 (구의동),37.54043,127.09325
CCTV,CCTV,서울특별시 광진구 아차산로60길 13-13 (구의동),37.5383,127.09237
CCTV,CCTV,서울특별시 광진구 광나루로52길 83 (구의동),37.53933,127.0915
CCTV,CCTV,서울특별시 광진구 아차산로59길 21-13 (구의동),37.53973,127.09007
CCTV,CCTV,서울특별시 광진구 구의로4길 7-16 (구의동),37.54083,127.09014
CCTV,CCTV,서울특별시 광진구 구의로 56 (구의동),37.54292,127.09031
CCTV,CCTV,서울특별시 광진구 아차산로59길 13 (구의동),37.53948,127.0907
CCTV,CCTV,서울특별시 광진구 뚝섬로67길 23 (구의동),37.53546,127.09062
CCTV,CCTV,서울특별시 광진구 천호대로104나길 8 (군자동),37.55718,127.07503
CCTV,CCTV,서울특별시 광진구 면목로 27 (군자동),37.55671,127.07609
CCTV,CCTV,서울특별시 광진구 면목로6길 18 (군자동),37.55611,127.07658
CCTV,CCTV,서울특별시 광진구 능동로27길 33 (군자동),37.55472,127.07657
CCTV,CCTV,서울특별시 광진구 능동로27나길 17 (군자동),37.55418,127.07581
CCTV,CCTV,서울특별시 광진구 능동로25길 22 (군자동),37.55299,127.07587
CCTV,CCTV,서울특별시 광진구 동일로52길 15-14 (군자동),37.55536,127.07253
CCTV,CCTV,서울특별시 광진구 동일로48길 14-10 (군자동),37.55391,127.07102
CCTV,CCTV,서울특별시 광진구 군자로15길 10-6 (군자동),37.55406,127.07362
CCTV,CCTV,서울특별시 광진구 능동로29가길 24 (군자동),37.55572,127.07791
CCTV,CCTV,서울특별시 광진구 능동로27길 9 (군자동),37.55384,127.07682
CCTV,CCTV,서울특별시 광진구 능동로27길 9 (군자동),37.55243,127.07496
CCTV,CCTV,서울특별시 광진구 능동로27길 9 (군자동),37.55046,127.07053
CCTV,CCTV,서울특별시 광진구 광나루로17길 14 (군자동),37.54838,127.07269
CCTV,CCTV,서울특별시 광진구 동일로60길 25 (군자동),37.55829,127.07474
CCTV,CCTV,서울특별시 광진구 군자로17길 34 (군자동),37.55676,127.07722
CCTV,CCTV,서울특별시 광진구 면목로5길 30-6 (군자동),37.55685,127.07461
CCTV,CCTV,서울특별시 광진구 천호대로116길 88 (능동),37.55231,127.08184
CCTV,CCTV,서울특별시 광진구 능동로24길 76 (능동),37.55322,127.08056
CCTV,CCTV,서울특별시 광진구 천호대로110길 34 (능동),37.55581,127.07947
CCTV,CCTV,서울특별시 광진구 능동로36길 12 (능동),37.55623,127.0798
CCTV,CCTV,서울특별시 광진구 천호대로112길 10 (능동),37.55572,127.08112
CCTV,CCTV,서울특별시 광진구 천호대로112길 25 (능동),37.55509,127.08119
CCTV,CCTV,서울특별시 광진구 천호대로116길 26 (능동),37.55412,127.08363
CCTV,CCTV,서울특별시 광진구 능동로32길 82-34 (능동),37.55304,127.08239
CCTV,CCTV,서울특별시 광진구 천호대로116길 57 (능동),37.55259,127.08284
CCTV,CCTV,서울특별시 광진구 천호대로118길 36 (능동),37.55318,127.08466
CCTV,CCTV,서울특별시 광진구 천호대로118길 16 (능동),37.55412,127.08523
CCTV,CCTV,서울특별시 광진구 천호대로124길 86 (능동),37.55214,127.08481
CCTV,CCTV,서울특별시 광진구 천호대로120길 21 (능동),37.55313,127.08636
CCTV,CCTV,서울특별시 광진구 천호대로120길 21 (능동),37.55311,127.08794
CCTV,CCTV,서울특별시 광진구 천호대로122길 33 (능동),37.55211,127.08732
CCTV,CCTV,서울특별시 광진구 천호대로110길 87 (능동),37.55361,127.07842
CCTV,CCTV,서울특별시 광진구 능동로24길 41 (능동),37.55239,127.07913
CCTV,CCTV,서울특별시 광진구 능동로26길 23 (능동),37.55269,127.07855
CCTV,CCTV,서울특별시 광진구 능동로32길 16-16 (능동),37.5546,127.07917
CCTV,CCTV,서울특별시 광진구 능동로32길 16-16 (능동),37.55393,127.0792
CCTV,CCTV,서울특별시 광진구 자양로13길 41 (자양동),37.53437,127.08195
CCTV,CCTV,서울특별시 광진구 자양로21길 35 (자양동),37.53952,127.08133
CCTV,CCTV,서울특별시 광진구 아차산로46길 23 (자양동),37.53609,127.08083
CCTV,CCTV,서울특별시 광진구 아차산로46가길 19 (자양동),37.53637,127.08196
CCTV,CCTV,서울특별시 광진구 자양로15길 6 (자양동),37.53604,127.08312
CCTV,CCTV,서울특별시 광진구 뚝섬로47길 49 (자양동),37.53455,127.07948
CCTV,CCTV,서울특별시 광진구 자양로15길84,37.53479,127.0789
CCTV,CCTV,서울특별시 광진구 자양로13길 100 (자양동),37.5326,127.07981
CCTV,CCTV,서울특별시 광진구 뚝섬로51길 24 (자양동),37.53368,127.08009
CCTV,CCTV,서울특별시 광진구 자양로13다길 34 (자양동),37.53321,127.07812
CCTV,CCTV,서울특별시 광진구 자양로13나길 14 (자양동),37.53388,127.08039
CCTV,CCTV,서울특별시 광진구 자양로9길 24-3 (자양동),37.53385,127.08294
CCTV,CCTV,서울특별시 광진구 자양로13길 73 (자양동),37.53351,127.08096
CCTV,CCTV,서울특별시 광진구 자양로11길 45-8 (자양동),37.53343,127.08219
CCTV,CCTV,서울특별시 광진구 뚝섬로57가길 55 (자양동),37.53239,127.08055
CCTV,CCTV,서울특별시 광진구 뚝섬로55길 19 (자양동),37.53238,127.08236
CCTV,CCTV,서울특별시 광진구 자양로21길 14 (자양동),37.53992,127.08225
CCTV,CCTV,서울특별시 광진구 자양로19길 48-4 (자양동),37.53846,127.08097
CCTV,CCTV,서울특별시 광진구 자양로19길 54 (자양동),37.53818,127.08046
CCTV,CCTV,서울특별시 광진구 뚝섬로52마길 60 (자양동),37.52873,127.08111
CCTV,CCTV,서울특별시 광진구 뚝섬로52마길 60 (자양동),37.52783,127.0844
CCTV,CCTV,서울특별시 광진구 자양로5길 13 (자양동),37.53164,127.08507
CCTV,CCTV,서울특별시 광진구 자양로6길 40 (자양동),37.53278,127.08788
CCTV,CCTV,서울특별시 광진구 뚝섬로48길 52 (자양동),37.52967,127.07684
CCTV,CCTV,서울특별시 광진구 뚝섬로50길 28 (자양동),37.53119,127.07791
CCTV,CCTV,서울특별시 광진구 뚝섬로54길 24 (자양동),37.53064,127.08049
CCTV,CCTV,서울특별시 광진구 뚝섬로54길 46 (자양동),37.52968,127.07999
CCTV,CCTV,서울특별시 광진구 뚝섬로52마길 42-15 (자양동),37.52797,127.08024
CCTV,CCTV,서울특별시 광진구 자양로3길 49 (자양동),37.52914,127.08391
CCTV,CCTV,서울특별시 광진구 자양로3길 39-3 (자양동),37.52987,127.08455
CCTV,CCTV,서울특별시 광진구 자양로3가길 36 (자양동),37.52866,127.08511
CCTV,CCTV,서울특별시 광진구 자양로3가길 37 (자양동),37.53642,127.08465
CCTV,CCTV,서울특별시 광진구 뚝섬로60길 6 (자양동),37.53257,127.08654
CCTV,CCTV,서울특별시 광진구 자양로4길 12-1 (자양동),37.53147,127.08679
CCTV,CCTV,서울특별시 광진구 자양로2길 29 (자양동),37.53153,127.08817
CCTV,CCTV,서울특별시 광진구 자양로4나길 31 (자양동),37.53045,127.08796
CCTV,CCTV,서울특별시 광진구 자양번영로11길 4-9 (자양동),37.53753,127.07667
CCTV,CCTV,서울특별시 광진구 자양번영로11길 29 (자양동),37.53738,127.07507
CCTV,CCTV,서울특별시 광진구 아차산로 288 (자양동),37.53852,127.07501
CCTV,CCTV,서울특별시 광진구 자양번영로11길 37-14 (자양동),37.53695,127.07443
CCTV,CCTV,서울특별시 광진구 자양번영로9길 6-7 (자양동),37.53656,127.07618
CCTV,CCTV,서울특별시 광진구 자양번영로7길 12-7 (자양동),37.5362,127.07578
CCTV,CCTV,서울특별시 광진구 자양번영로3다길 11-5,37.53136,127.07352
CCTV,CCTV,서울특별시 광진구 아차산로38길 5-16 (자양동),37.53818,127.07537
CCTV,CCTV,서울특별시 광진구 뚝섬로36가길 43 (자양동),37.53117,127.07272
CCTV,CCTV,서울특별시 광진구 뚝섬로36길 49-8 (자양동),37.53204,127.07084
CCTV,CCTV,서울특별시 광진구 능동로8길 28 (자양동),37.53603,127.07073
CCTV,CCTV,서울특별시 광진구 뚝섬로36길 15 (자양동),37.53368,127.0714
CCTV,CCTV,서울특별시 광진구 자양번영로5길 16 (자양동),37.53273,127.07448
CCTV,CCTV,서울특별시 광진구 자양번영로3길 16 (자양동),37.53185,127.07445
CCTV,CCTV,서울특별시 광진구 자양번영로1길 27 (자양동),37.53084,127.07341
CCTV,CCTV,서울특별시 광진구 자양번영로3나길 40 (자양동),37.53016,127.07337
CCTV,CCTV,서울특별시 광진구 동일로10길 42 (자양동),37.53763,127.06399
CCTV,CCTV,서울특별시 광진구 뚝섬로 491 (자양동),37.53654,127.06519
CCTV,CCTV,서울특별시 광진구 능동로3나길 10,37.53411,127.06569
CCTV,CCTV,서울특별시 광진구 뚝섬로24길 27 (자양동),37.5353,127.0633
CCTV,CCTV,서울특별시 광진구 자양강변길 73 (자양동),37.53274,127.0637
CCTV,CCTV,서울특별시 광진구 능동로3라길 16 (자양동),37.53477,127.06491
CCTV,CCTV,서울특별시 광진구 능동로3가길 12 (자양동),37.5333,127.06563
CCTV,CCTV,서울특별시 광진구 아차산로30길 18,37.53987,127.06744
CCTV,CCTV,서울특별시 광진구 아차산로32길 21 (자양동),37.53901,127.06808
CCTV,CCTV,서울특별시 광진구 아차산로30길 39 (자양동),37.53895,127.06687
CCTV,CCTV,서울특별시 광진구 동일로18길 44 (자양동),37.53938,127.06526
CCTV,CCTV,서울특별시 광진구 아차산로22길 27 (자양동),37.54066,127.06405
CCTV,CCTV,서울특별시 광진구 자양강변길 19 (자양동),37.53426,127.0611
CCTV,CCTV,서울특별시 광진구 뚝섬로22가길 22 (자양동),37.53551,127.06238
CCTV,CCTV,서울특별시 광진구 동일로4가길 9-2 (자양동),37.53593,127.06282
CCTV,CCTV,서울특별시 광진구 동일로 34-11 (자양동),37.53574,127.06125
CCTV,CCTV,서울특별시 광진구 군자로15길36,37.555,127.07333
CCTV,CCTV,서울특별시 광진구 동일로10길 5 (자양동),37.53891,127.0626
CCTV,CCTV,서울특별시 광진구 능동로9길 23,37.53767,127.06797
CCTV,CCTV,서울특별시 광진구 뚝섬로32길 17 (자양동),37.53471,127.06713
CCTV,CCTV,서울특별시 광진구 능동로5길 7,37.53643,127.06745
CCTV,CCTV,서울특별시 광진구 뚝섬로30길 15 (자양동),37.53522,127.06655
CCTV,CCTV,서울특별시 광진구 능동로3길 61-8 (자양동),37.5341,127.06386
CCTV,CCTV,서울특별시 광진구 동일로12길 20 (자양동),37.53953,127.06335
CCTV,CCTV,서울특별시 광진구 동일로10길 25 (자양동),37.53829,127.06341
CCTV,CCTV,서울특별시 광진구 동일로18가길 13 (자양동),37.53906,127.06454
CCTV,CCTV,서울특별시 광진구 동일로10나길 18 (자양동),37.53828,127.06431
CCTV,CCTV,서울특별시 광진구 동일로18나길 24 (자양동),37.53866,127.06529
CCTV,CCTV,서울특별시 광진구 뚝섬로23가길 11 (자양동),37.53795,127.0654
CCTV,CCTV,서울특별시 광진구 뚝섬로57길 13 (자양동),37.53231,127.08359
CCTV,CCTV,서울특별시 광진구 긴고랑로14길 33 (중곡동),37.56123,127.08096
CCTV,CCTV,서울특별시 광진구 긴고랑로5길 11 (중곡동),37.56493,127.0792
CCTV,CCTV,서울특별시 광진구 긴고랑로1길 11 (중곡동),37.5647,127.0775
CCTV,CCTV,서울특별시 광진구 긴고랑로7길 11 (중곡동),37.56405,127.07937
CCTV,CCTV,서울특별시 광진구 동일로70길 22 (중곡동),37.56455,127.078
CCTV,CCTV,서울특별시 광진구 긴고랑로14길 8 (중곡동),37.56224,127.08146
CCTV,CCTV,서울특별시 광진구 긴고랑로12길 12 (중곡동),37.56225,127.08068
CCTV,CCTV,서울특별시 광진구 능동로43길 38 (중곡동),37.56177,127.0797
CCTV,CCTV,서울특별시 광진구 면목로 93 (중곡동),37.56199,127.07904
CCTV,CCTV,서울특별시 광진구 긴고랑로6길 9 (중곡동),37.56315,127.07822
CCTV,CCTV,서울특별시 광진구 동일로 374 (중곡동),37.56432,127.07628
CCTV,CCTV,서울특별시 광진구 동일로66길 9 (중곡동),37.56167,127.07581
CCTV,CCTV,서울특별시 광진구 자양로43길 47 (중곡동),37.55261,127.09027
CCTV,CCTV,서울특별시 광진구 천호대로101길 11 (중곡동),37.55981,127.07477
CCTV,CCTV,서울특별시 광진구 긴고랑로8길 60 (중곡동),37.56104,127.07772
CCTV,CCTV,서울특별시 광진구 긴고랑로8길 90 (중곡동),37.55966,127.077
CCTV,CCTV,서울특별시 광진구 동일로62길 37 (중곡동),37.55937,127.0761
CCTV,CCTV,서울특별시 광진구 면목로 74 (중곡동),37.5602,127.07954
CCTV,CCTV,서울특별시 광진구 긴고랑로14길 63 (중곡동),37.55993,127.08025
CCTV,CCTV,서울특별시 광진구 천호대로107길 22 (중곡동),37.55887,127.07889
CCTV,CCTV,서울특별시 광진구 천호대로107길 8 (중곡동),37.55841,127.07854
CCTV,CCTV,서울특별시 광진구 능동로47길 35 (중곡동),37.56427,127.0811
CCTV,CCTV,서울특별시 광진구 능동로47길 35 (중곡동),37.56364,127.08074
CCTV,CCTV,서울특별시 광진구 능동로47길 35 (중곡동),37.56338,127.08134
CCTV,CCTV,서울특별시 광진구 능동로50길 8 (중곡동),37.56401,127.08396
CCTV,CCTV,서울특별시 광진구 능동로48가길 36 (중곡동),37.56342,127.08581
CCTV,CCTV,서울특별시 광진구 긴고랑로29길 47 (중곡동),37.56204,127.0864
CCTV,CCTV,서울특별시 광진구 용마산로21길 77 (중곡동),37.56152,127.08475
CCTV,CCTV,서울특별시 광진구 용마산로3길 13 (중곡동),37.55631,127.08728
CCTV,CCTV,서울특별시 광진구 천호대로125길 35-17 (중곡동),37.55537,127.08723
CCTV,CCTV,서울특별시 광진구 용마산로1길 22 (중곡동),37.55503,127.08739
CCTV,CCTV,서울특별시 광진구 천호대로121길 39 (중곡동),37.55682,127.08643
CCTV,CCTV,서울특별시 광진구 긴고랑로 110 (중곡동),37.55925,127.08691
CCTV,CCTV,서울특별시 광진구 천호대로119길 89 (중곡동),37.55903,127.08561
CCTV,CCTV,서울특별시 광진구 용마산로3길 38 (중곡동),37.55615,127.08611
CCTV,CCTV,서울특별시 광진구 용마산로1길 91 (중곡동),37.55647,127.08356
CCTV,CCTV,서울특별시 광진구 긴고랑로27길 26 (중곡동),37.56144,127.08613
CCTV,CCTV,서울특별시 광진구 긴고랑로31길 28 (중곡동),37.5612,127.087
CCTV,CCTV,서울특별시 광진구 천호대로109길 53 (중곡동),37.55932,127.08201
CCTV,CCTV,서울특별시 광진구 긴고랑로15길 15 (중곡동),37.56276,127.08329
CCTV,CCTV,서울특별시 광진구 긴고랑로19길 34-4 (중곡동),37.56293,127.085
CCTV,CCTV,서울특별시 광진구 용마산로21길 65 (중곡동),37.56207,127.08508
CCTV,CCTV,서울특별시 광진구 능동로44길 13 (중곡동),37.56085,127.08229
CCTV,CCTV,서울특별시 광진구 긴고랑로16길 9-9 (중곡동),37.56141,127.0832
CCTV,CCTV,서울특별시 광진구 긴고랑로 103,37.56011,127.08674
CCTV,CCTV,서울특별시 광진구 동일로76나길 20 (중곡동),37.56858,127.0801
CCTV,CCTV,서울특별시 광진구 능동로 411 (중곡동),37.56582,127.0839
CCTV,CCTV,서울특별시 광진구 용마산로31길 31 (중곡동),37.56911,127.08425
CCTV,CCTV,서울특별시 광진구 능동로53길 24-9 (중곡동),37.56723,127.0835
CCTV,CCTV,서울특별시 광진구 능동로53길 30-12 (중곡동),37.56724,127.08244
CCTV,CCTV,서울특별시 광진구 답십리로 78길 (중곡동),37.56985,127.0813
CCTV,CCTV,서울특별시 광진구 동일로76길 12 (중곡동),37.56771,127.07934
CCTV,CCTV,서울특별시 광진구 면목로11길 20 (중곡동),37.56705,127.08054
CCTV,CCTV,서울특별시 광진구 답십리로88길 19 (중곡동),37.57027,127.08498
CCTV,CCTV,서울특별시 광진구 용마산로31길 16 (중곡동),37.56934,127.08527
CCTV,CCTV,서울특별시 광진구 면목로16길 10 (중곡동),37.56953,127.08376
CCTV,CCTV,서울특별시 광진구 용마산로27길 10 (중곡동),37.56732,127.08582
CCTV,CCTV,서울특별시 광진구 용마산로29길 25 (중곡동),37.56719,127.08544
CCTV,CCTV,서울특별시 광진구 답십리로84길 6 (중곡동),37.57098,127.08394
CCTV,CCTV,서울특별시 광진구 답십리로 370 (중곡동),37.57156,127.08151
CCTV,CCTV,서울특별시 광진구 답십리로82길 18 (중곡동),37.57055,127.08269
CCTV,CCTV,서울특별시 광진구 동일로78길 20 (중곡동),37.56924,127.08062
CCTV,CCTV,서울특별시 광진구 동일로76길 51-22 (중곡동),37.56817,127.08055
CCTV,CCTV,서울특별시 광진구 동일로76길 49 (중곡동),37.56803,127.08123
CCTV,CCTV,서울특별시 광진구 영화사로5길 25 (중곡동),37.55726,127.09219
CCTV,CCTV,서울특별시 광진구 자양로45길 89 (중곡동),37.55516,127.0898
CCTV,CCTV,서울특별시 광진구 용마산로22길 10-10 (중곡동),37.5631,127.08767
CCTV,CCTV,서울특별시 광진구 영화사로3가길 9 (중곡동),37.55791,127.09304
CCTV,CCTV,서울특별시 광진구 영화사로3가길 25 (중곡동),37.55749,127.09347
CCTV,CCTV,서울특별시 광진구 영화사로9가길 61 (중곡동),37.55764,127.09523
CCTV,CCTV,서울특별시 광진구 영화사로9길 10 (중곡동),37.55554,127.09329
CCTV,CCTV,서울특별시 광진구 영화사로9길 70-12 (중곡동),37.55674,127.09465
CCTV,CCTV,서울특별시 광진구 영화사로7길 24 (중곡동),37.55678,127.09212
CCTV,CCTV,서울특별시 광진구 영화사로 51 (중곡동),37.55567,127.09234
CCTV,CCTV,서울특별시 광진구 용마산로8가길 26 (중곡동),37.56092,127.0888
CCTV,CCTV,서울특별시 광진구 용마산로8다길 23 (중곡동),37.56176,127.08946
CCTV,CCTV,서울특별시 광진구 용마산로36길 66 (중곡동),37.56947,127.08872
CCTV,CCTV,서울특별시 광진구 용마산로8길 10 (중곡동),37.55968,127.08837
CCTV,CCTV,서울특별시 광진구 용마산로36길 44 (중곡동),37.57039,127.08833
CCTV,CCTV,서울특별시 광진구 용마산로34길 15 (중곡동),37.57019,127.08716
CCTV,CCTV,서울특별시 광진구 긴고랑로46가길 36 (중곡동),37.55864,127.09525
CCTV,CCTV,서울특별시 광진구 긴고랑로46길 11,37.56024,127.09561
CCTV,CCTV,서울특별시 광진구 용마산로2길 45 (중곡동),37.55596,127.09076
CCTV,CCTV,서울특별시 광진구 자양로45길 65 (중곡동),37.55399,127.09031
CCTV,CCTV,서울특별시 광진구 자양로43길 86 (중곡동),37.55444,127.0895
CCTV,CCTV,서울특별시 광진구 아차산로21길 47 (화양동),37.54421,127.06534
CCTV,CCTV,서울특별시 광진구 동일로28길 16 (화양동),37.54621,127.06793
CCTV,CCTV,서울특별시 광진구 아차산로23길 68 (화양동),37.54517,127.06748
CCTV,CCTV,서울특별시 광진구 아차산로25길 27 (화양동),37.54283,127.06716
CCTV,CCTV,서울특별시 광진구 동일로24길 56 (화양동),37.54312,127.06823
CCTV,CCTV,서울특별시 광진구 동일로22길 28 (화양동),37.54224,127.0659
CCTV,CCTV,서울특별시 광진구 아차산로 241 (화양동),37.54062,127.07054
CCTV,CCTV,서울특별시 광진구 답십리로84길 56 (중곡동),37.56868,127.08366
CCTV,CCTV,서울특별시 광진구 군자로3길 25-16 (화양동),37.54373,127.07061
CCTV,CCTV,서울특별시 광진구 군자로5길 18-12 (화양동),37.54558,127.06954
CCTV,CCTV,서울특별시 광진구 긴고랑로46길 11 (화양동),37.54556,127.0742
CCTV,CCTV,서울특별시 광진구 능동로13길 88 (화양동),37.54545,127.06866
CCTV,CCTV,서울특별시 광진구 동일로28길 38 (화양동),37.54628,127.06883
CCTV,CCTV,서울특별시 광진구 아차산로25길 48 (화양동),37.54343,127.06753
CCTV,CCTV,서울특별시 광진구 동일로22길 71 (화양동),37.54147,127.06831
CCTV,CCTV,서울특별시 광진구 광나루로24길 12 (화양동),37.54577,127.07609
CCTV,CCTV,서울특별시 광진구 광나루로22길 7,37.5463,127.07523
CCTV,CCTV,서울특별시 광진구 광나루로20가길 21 (화양동),37.5452,127.07528
CCTV,CCTV,서울특별시 광진구 광나루로26길 24 (화양동),37.54541,127.07729
CCTV,CCTV,서울특별시 광진구 아차산로31길 14 (화양동),37.54167,127.06953
CCTV,CCTV,서울특별시 광진구 긴고랑로 19 (중곡동),37.56385,127.07872
CCTV,CCTV,서울특별시 광진구 긴고랑로16길 50 (중곡동),37.55986,127.08172
CCTV,CCTV,서울특별시 광진구 답십리로78길 9-16 (중곡동),37.57104,127.08227
